income,age,yrsed,edcat,yrsempl,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue
3.970291913552122,0.9672131147540984,0.3529411764705882,0.25,0.44230769230769235,0.655880661734663,0.5220573310257983,0.0,1.0,1.0,0.3157894736842105,0.16666666666666666,0.510375245127376
3.9512437185814275,0.34426229508196726,0.7647058823529412,0.75,0.057692307692307696,0.6063358010801702,0.4700284106689585,0.0,0.75,1.0,0.19298245614035087,0.0,0.6878818284709245
4.5217885770490405,0.47540983606557385,0.05882352941176472,0.0,0.42307692307692313,0.6899285613293237,0.7484654573767892,0.0,1.0,1.0,0.3684210526315789,0.33333333333333337,0.8160854888058995
4.219507705176107,0.7540983606557378,0.47058823529411764,0.25,0.2692307692307693,0.6302766227937282,0.6880400489731678,0.0,0.75,1.0,0.3157894736842105,0.6666666666666666,0.7527367141258037
3.9318256327243257,0.2622950819672132,0.5882352941176471,0.5,0.038461538461538464,0.5803342975536401,0.40076264538767165,1.0,0.75,1.0,0.14035087719298245,0.33333333333333337,0.5776115604137584
2.8903717578961645,0.04918032786885246,0.47058823529411764,0.25,0.0,0.5031482882739612,0.30645038076254827,0.0,0.0,1.0,0.017543859649122806,0.16666666666666666,0.39182813829601487
2.4849066497880004,0.9016393442622951,0.7647058823529412,0.75,0.25,0.5466923488363484,0.32364606233968507,0.0,1.0,1.0,0.6842105263157894,0.0,0.24969381668912782
3.4011973816621555,0.459016393442623,0.5882352941176471,0.5,0.17307692307692307,0.21257269222596004,0.3680652301149534,0.0,0.25,1.0,0.3684210526315789,0.0,0.44712302152234734
2.1972245773362196,0.8852459016393442,0.4117647058823529,0.25,0.07692307692307693,0.5469191088446789,0.31337165004662343,1.0,0.75,0.0,0.42105263157894735,0.6666666666666666,0.23551301223493987
2.772588722239781,0.04918032786885246,0.4117647058823529,0.25,0.0,0.5339805760007421,0.37507374342397326,0.0,0.0,1.0,0.017543859649122806,0.16666666666666666,0.26314707284750993
3.9318256327243257,0.5245901639344263,0.5882352941176471,0.5,0.038461538461538464,0.34289198840637625,0.3819587634250725,0.0,0.0,0.0,0.14035087719298245,0.0,0.6267457337202897
3.6109179126442243,0.3606557377049181,0.5882352941176471,0.5,0.21153846153846156,0.5231079531591257,0.5419002115153021,0.0,1.0,1.0,0.2982456140350877,0.0,0.5069466866004051
5.680172609017068,0.7868852459016394,0.5294117647058824,0.5,0.6730769230769231,0.7373512593531235,0.7326706759981396,0.0,0.75,1.0,0.5789473684210527,0.16666666666666666,0.9862138998978911
4.3694478524670215,0.3278688524590164,0.6470588235294118,0.75,0.11538461538461539,0.6579023641370746,0.7199213442329466,1.0,0.75,0.0,0.19298245614035087,0.0,0.7784711627644085
4.499809670330265,0.7213114754098361,0.5294117647058824,0.5,0.19230769230769232,0.598262683018031,0.63450765653423,0.0,0.5,0.0,0.5087719298245614,0.16666666666666666,0.6566647707601889
3.4339872044851463,0.5245901639344263,0.3529411764705882,0.25,0.019230769230769232,0.4307473528514363,0.2672932439719635,0.0,0.0,1.0,0.15789473684210525,0.16666666666666666,0.4796957977031106
3.258096538021482,0.032786885245901676,0.5294117647058824,0.5,0.0,0.6447369547137914,0.621824897481202,1.0,0.75,1.0,0.017543859649122806,0.0,0.44712302152234734
2.6390573296152584,0.016393442622950838,0.47058823529411764,0.25,0.0,0.6043417801926708,0.40111947580394003,1.0,0.75,0.0,0.0,0.16666666666666666,0.28814512139789233
4.07753744390572,0.7868852459016394,0.6470588235294118,0.75,0.09615384615384616,0.6460453830439432,0.6227370488960888,0.0,0.75,1.0,0.5964912280701754,0.6666666666666666,0.6763803132001276
3.970291913552122,0.1639344262295082,0.7647058823529412,0.75,0.0,0.559922752938787,0.6364036284389372,1.0,0.0,0.0,0.10526315789473684,0.33333333333333337,0.5682194216211047
4.204692619390966,0.8196721311475411,0.6470588235294118,0.75,0.25,0.6410600488904142,0.6099863631452237,0.0,1.0,1.0,0.49122807017543857,0.16666666666666666,0.7753890944850881
3.4011973816621555,0.24590163934426235,0.4117647058823529,0.25,0.19230769230769232,0.6237272050825422,0.609641873465024,0.0,0.75,0.0,0.12280701754385964,0.5,0.5220340975309401
3.912023005428146,0.4098360655737705,0.47058823529411764,0.25,0.25,0.5627508859153176,0.6216890788108752,0.0,0.5,1.0,0.21052631578947367,0.16666666666666666,0.4853771965769936
4.04305126783455,0.5901639344262296,0.4117647058823529,0.25,0.07692307692307693,0.5929319288208821,0.5309084177035994,0.0,0.75,1.0,0.5087719298245614,0.0,0.6605361472084152
3.1354942159291497,0.11475409836065575,0.5294117647058824,0.5,0.0,0.41185701115009027,0.3392021298987429,0.0,0.25,1.0,0.05263157894736842,0.0,0.45354655055641996
3.6635616461296463,0.1639344262295082,0.23529411764705888,0.0,0.11538461538461539,0.5403624624001592,0.4718449040653572,0.0,0.25,0.0,0.07017543859649122,0.16666666666666666,0.5424004616260549
4.204692619390966,0.4918032786885246,0.4117647058823529,0.25,0.42307692307692313,0.4223726420145443,0.3621206890882944,0.0,1.0,1.0,0.2631578947368421,0.16666666666666666,0.7330915246817922
3.367295829986474,0.5245901639344263,0.4117647058823529,0.25,0.038461538461538464,0.6441781306496533,0.40608706279287865,0.0,0.0,0.0,0.3157894736842105,0.33333333333333337,0.4963836083643725
3.5553480614894135,0.11475409836065575,0.7058823529411765,0.75,0.0,0.6251229784945819,0.5840502814496993,1.0,0.25,1.0,0.05263157894736842,0.16666666666666666,0.4659400840915016
3.6888794541139363,0.5409836065573771,0.3529411764705882,0.25,0.34615384615384615,0.6577113177181466,0.5560117173818824,0.0,0.5,1.0,0.21052631578947367,0.5,0.6155831558119189
4.51085950651685,0.8524590163934428,0.05882352941176472,0.0,0.6346153846153847,0.6119692080843928,0.6185042276239596,0.0,0.5,0.0,0.15789473684210525,0.16666666666666666,0.7809110035441096
4.330733340286331,0.2295081967213115,0.7647058823529412,0.75,0.038461538461538464,0.7096903810980564,0.5573123746422591,0.0,0.5,1.0,0.21052631578947367,0.16666666666666666,0.7352681429202397
3.5263605246161616,0.3114754098360656,0.2941176470588236,0.0,0.07692307692307693,0.5955777816632029,0.5654783147982652,1.0,0.5,0.0,0.2807017543859649,0.5,0.5316308141169537
3.4011973816621555,0.2295081967213115,0.7647058823529412,0.75,0.0,0.5054681974753055,0.39605978603339237,1.0,0.5,1.0,0.12280701754385964,0.16666666666666666,0.44928172500429325
2.302585092994046,0.8032786885245903,0.5294117647058824,0.5,0.38461538461538464,0.536862140485928,0.34671262297788563,0.0,1.0,1.0,0.6491228070175439,0.16666666666666666,0.22561444155592664
3.044522437723423,0.5737704918032788,0.4117647058823529,0.25,0.07692307692307693,0.384904518071801,0.44691274947650295,0.0,0.5,0.0,0.43859649122807015,0.5,0.32857591469098607
2.833213344056216,0.8852459016393442,0.2941176470588236,0.0,0.38461538461538464,0.628163891931701,0.44307222807012,0.0,1.0,1.0,0.8771929824561403,0.16666666666666666,0.39712692442158254
3.7612001156935624,0.29508196721311475,0.6470588235294118,0.75,0.13461538461538464,0.5504356204174281,0.5386734621131254,0.0,0.25,1.0,0.17543859649122806,0.33333333333333337,0.5439035086761788
3.9318256327243257,0.37704918032786894,0.47058823529411764,0.25,0.19230769230769232,0.751456064638106,0.5208548717986334,1.0,0.25,1.0,0.24561403508771928,0.16666666666666666,0.6332221366568613
2.4849066497880004,0.016393442622950838,0.47058823529411764,0.25,0.0,0.42561271626416397,0.3449328777768815,0.0,0.0,1.0,0.0,0.33333333333333337,0.1757696167802958
3.713572066704308,0.278688524590164,0.5882352941176471,0.5,0.038461538461538464,0.5873133771605621,0.5728566906788538,0.0,0.0,1.0,0.17543859649122806,0.16666666666666666,0.5453979913091698
2.833213344056216,0.37704918032786894,0.47058823529411764,0.25,0.019230769230769232,0.5000623385074741,0.5211633486593834,0.0,0.0,0.0,0.3684210526315789,0.16666666666666666,0.2841407536551117
3.970291913552122,0.7704918032786886,0.47058823529411764,0.25,0.09615384615384616,0.6103591816565848,0.6458340064177369,1.0,0.75,0.0,0.2631578947368421,0.0,0.5776115604137584
4.624972813284271,0.3114754098360656,0.7058823529411765,0.75,0.038461538461538464,0.5658228080950176,0.7024663660438373,1.0,0.0,0.0,0.10526315789473684,0.16666666666666666,0.8069006638331495
3.258096538021482,0.2295081967213115,0.3529411764705882,0.25,0.21153846153846156,0.4754246463883035,0.43781469459394756,0.0,0.75,1.0,0.19298245614035087,0.16666666666666666,0.3109665517098273
4.574710978503383,0.459016393442623,0.6470588235294118,0.75,0.09615384615384616,0.6276767405724848,0.5780673365170088,0.0,1.0,1.0,0.2631578947368421,0.16666666666666666,0.7875058445014147
4.0943445622221,0.21311475409836067,0.5882352941176471,0.5,0.09615384615384616,0.5254818594577699,0.31599639703346766,0.0,0.75,1.0,0.15789473684210525,0.16666666666666666,0.6267457337202897
3.5553480614894135,0.14754098360655743,0.47058823529411764,0.25,0.07692307692307693,0.5560357449009903,0.5589125680528759,1.0,1.0,1.0,0.03508771929824561,0.16666666666666666,0.5408887514327136
2.772588722239781,0.016393442622950838,0.47058823529411764,0.25,0.0,0.5895721455979819,0.4315796501197423,1.0,0.5,0.0,0.0,0.16666666666666666,0.39973670707303205
3.4339872044851463,0.4426229508196722,0.7647058823529412,0.75,0.07692307692307693,0.5944678733320061,0.5073239700419538,0.0,0.75,1.0,0.3684210526315789,0.16666666666666666,0.4909381326418841
3.6888794541139363,0.5737704918032788,0.47058823529411764,0.25,0.019230769230769232,0.4691066248954773,0.4239405712716567,0.0,0.75,1.0,0.5087719298245614,0.0,0.5978945897522607
3.4011973816621555,0.24590163934426235,0.2941176470588236,0.0,0.07692307692307693,0.4427031571337344,0.4715102142456942,0.0,0.0,0.0,0.14035087719298245,0.16666666666666666,0.5268763456953589
3.6375861597263857,0.18032786885245905,0.23529411764705888,0.0,0.057692307692307696,0.6798410941896308,0.4706441048149378,1.0,0.5,1.0,0.10526315789473684,0.16666666666666666,0.6223375460479186
4.962844630259907,0.7049180327868853,0.2941176470588236,0.0,0.6346153846153847,0.7265420483020891,0.5477882407756871,0.0,0.5,1.0,0.5263157894736842,0.16666666666666666,0.8952294749897336
4.543294782270004,0.11475409836065575,0.823529411764706,1.0,0.0,0.6745704714152918,0.6726840119732194,1.0,0.0,1.0,0.08771929824561403,0.0,0.843772637363688
2.302585092994046,0.836065573770492,0.5882352941176471,0.5,0.057692307692307696,0.1387103969473788,0.0618046880592496,0.0,0.5,1.0,0.5614035087719298,0.33333333333333337,0.21532759398519258
3.4965075614664802,0.14754098360655743,0.4117647058823529,0.25,0.057692307692307696,0.5155325014419812,0.5574481404069883,0.0,0.25,0.0,0.07017543859649122,0.33333333333333337,0.5570568437127339
5.278114659230517,0.8196721311475411,0.23529411764705888,0.0,0.46153846153846156,0.7836028454967343,0.670102452356693,0.0,0.0,1.0,0.42105263157894735,0.0,0.8860397111501532
3.713572066704308,0.0,0.4117647058823529,0.25,0.0,0.45632928205122275,0.11338913399070966,1.0,0.0,0.0,0.0,0.0,0.46391473817818824
3.828641396489095,0.5081967213114754,0.47058823529411764,0.25,0.07692307692307693,0.5921828826744904,0.5567046652096208,0.0,0.25,1.0,0.49122807017543857,0.0,0.6681115761051843
4.219507705176107,0.9672131147540984,0.47058823529411764,0.25,0.2884615384615385,0.5632655688987392,0.5870186052599449,0.0,1.0,0.0,0.2807017543859649,0.16666666666666666,0.7294231992559066
3.5553480614894135,0.11475409836065575,0.4117647058823529,0.25,0.038461538461538464,0.5582190817796738,0.6021105692709038,0.0,0.25,1.0,0.07017543859649122,0.33333333333333337,0.6132924775619077
5.84354441703136,0.8524590163934428,0.7058823529411765,0.75,0.46153846153846156,0.7144517123638632,0.7007108032822127,0.0,0.25,0.0,0.2982456140350877,0.16666666666666666,0.9754492381981152
3.4965075614664802,0.5409836065573771,0.5294117647058824,0.5,0.13461538461538464,0.6696166159445388,0.6216115588678517,1.0,0.5,1.0,0.24561403508771928,0.5,0.5512921942454023
3.044522437723423,0.29508196721311475,0.5882352941176471,0.5,0.17307692307692307,0.5450420557948488,0.35160449079629186,1.0,1.0,1.0,0.19298245614035087,0.0,0.3808981821256932
2.302585092994046,0.9016393442622951,0.4117647058823529,0.25,0.17307692307692307,0.5910661775303256,0.48205339796240626,0.0,0.5,0.0,0.3684210526315789,0.16666666666666666,0.1568012818860075
2.995732273553991,0.8688524590163934,0.7058823529411765,0.75,0.4807692307692308,0.45238583433441865,0.5452694952459997,0.0,0.5,0.0,0.6140350877192982,0.16666666666666666,0.35450129829977345
3.258096538021482,0.9016393442622951,0.47058823529411764,0.25,0.6538461538461539,0.47008862541513924,0.4610414618332533,0.0,0.75,0.0,0.7017543859649122,0.16666666666666666,0.32857591469098607
3.258096538021482,0.9016393442622951,0.05882352941176472,0.0,0.5,0.4742935871800198,0.48560870845223636,0.0,0.5,1.0,0.3684210526315789,0.16666666666666666,0.4945809827637376
3.4657359027997265,0.5573770491803279,0.23529411764705888,0.0,0.038461538461538464,0.6378118347161189,0.4667527417388016,0.0,0.5,1.0,0.17543859649122806,0.16666666666666666,0.5363006287361634
3.258096538021482,0.5245901639344263,0.47058823529411764,0.25,0.038461538461538464,0.4718626019213091,0.5759494953070154,1.0,0.5,1.0,0.40350877192982454,0.16666666666666666,0.47192394041861147
5.049856007249537,0.21311475409836067,0.8823529411764707,1.0,0.019230769230769232,0.5951640818871642,0.5616972248786218,0.0,0.25,1.0,0.21052631578947367,0.8333333333333334,0.8839986036315672
4.852030263919617,0.7704918032786886,0.47058823529411764,0.25,0.40384615384615385,0.6276298989338576,0.6607923726736725,0.0,0.25,1.0,0.6491228070175439,0.33333333333333337,0.8995132983804
3.58351893845611,0.0655737704918033,0.6470588235294118,0.75,0.0,0.4896838545927439,0.5065389969995746,0.0,0.0,1.0,0.05263157894736842,0.5,0.4816033042378464
3.2188758248682006,0.21311475409836067,0.47058823529411764,0.25,0.11538461538461539,0.5216172218917727,0.5062950495051296,0.0,0.0,1.0,0.10526315789473684,0.0,0.47192394041861147
2.5649493574615367,0.8524590163934428,0.7647058823529412,0.75,0.19230769230769232,0.309265464506934,0.15536379334804423,0.0,0.5,0.0,0.21052631578947367,0.0,0.3606011311896649
2.995732273553991,0.032786885245901676,0.5294117647058824,0.5,0.0,0.4043575975247692,0.347869796467583,1.0,0.0,1.0,0.017543859649122806,0.33333333333333337,0.3891380532530238
3.091042453358316,0.836065573770492,0.5294117647058824,0.5,0.21153846153846156,0.6052488401353798,0.5021374015468032,0.0,0.75,1.0,0.7368421052631579,0.0,0.41731234267132983
3.4339872044851463,0.7704918032786886,0.6470588235294118,0.75,0.5576923076923077,0.6060028616869481,0.3137085746228456,0.0,0.25,1.0,0.3508771929824561,0.33333333333333337,0.5347532437614209
2.9444389791664403,0.7377049180327869,0.23529411764705888,0.0,0.038461538461538464,0.6082039462257044,0.46894569226795774,0.0,0.0,0.0,0.45614035087719296,0.0,0.4197296961193879
3.5263605246161616,0.5737704918032788,0.47058823529411764,0.25,0.09615384615384616,0.6611100506561264,0.5320234448210335,0.0,0.5,1.0,0.43859649122807015,0.16666666666666666,0.5640889269259259
2.1972245773362196,0.9508196721311476,0.11764705882352944,0.0,0.42307692307692313,0.39984074709959216,0.36222506368485496,0.0,1.0,1.0,0.43859649122807015,0.0,0.011658852403564013
4.394449154672439,0.2295081967213115,0.7058823529411765,0.75,0.019230769230769232,0.6049650451837757,0.6036538942298435,1.0,0.0,1.0,0.15789473684210525,0.6666666666666666,0.78986344233025
5.313205979041787,0.5409836065573771,0.5882352941176471,0.5,0.5,0.8285269346487794,0.8136394167026791,1.0,1.0,1.0,0.17543859649122806,0.33333333333333337,0.9537557870889188
2.9444389791664403,0.24590163934426235,0.47058823529411764,0.25,0.038461538461538464,0.4885363200998491,0.48438984958789166,0.0,0.0,1.0,0.15789473684210525,0.33333333333333337,0.40487963640935015
3.4011973816621555,0.29508196721311475,0.6470588235294118,0.75,0.057692307692307696,0.5299456178582557,0.5547381896776391,1.0,0.5,1.0,0.14035087719298245,0.0,0.5236581336328321
3.5263605246161616,0.7868852459016394,0.47058823529411764,0.25,0.5192307692307693,0.5741375009905717,0.5562756636941395,0.0,0.5,0.0,0.2631578947368421,0.0,0.5252721756031304
5.225746673713202,0.7213114754098361,0.6470588235294118,0.75,0.34615384615384615,0.8428201364848984,0.7988302680450852,0.0,1.0,1.0,0.5964912280701754,0.16666666666666666,0.9654282960488088
4.30406509320417,0.6065573770491803,0.5294117647058824,0.5,0.2692307692307693,0.6464314096909997,0.6149375897465831,0.0,0.5,1.0,0.40350877192982454,0.16666666666666666,0.6690433035235857
4.553876891600541,0.7704918032786886,0.9411764705882354,1.0,0.38461538461538464,0.42151109799136854,0.5142845150958897,0.0,1.0,1.0,0.38596491228070173,0.0,0.8355226012913914
2.772588722239781,0.11475409836065575,0.5882352941176471,0.5,0.038461538461538464,0.3757865231310784,0.36238309787947925,0.0,0.25,1.0,0.05263157894736842,0.16666666666666666,0.3944909123593949
4.110873864173311,0.47540983606557385,0.7058823529411765,0.75,0.3076923076923077,0.6703771242579508,0.5255756047628524,0.0,0.75,1.0,0.15789473684210525,0.33333333333333337,0.7249523922702481
5.111987788356544,0.639344262295082,0.2941176470588236,0.0,0.576923076923077,0.7268368643124031,0.745635036449082,0.0,1.0,1.0,0.5438596491228069,0.5,0.9059991224988349
4.897839799950911,0.4098360655737705,0.823529411764706,1.0,0.2692307692307693,0.7236642999079059,0.7000934602596532,0.0,0.25,1.0,0.3157894736842105,0.33333333333333337,0.8983519046342008
2.6390573296152584,0.04918032786885246,0.47058823529411764,0.25,0.0,0.3959406094449349,0.5275984787406621,1.0,0.0,0.0,0.0,0.16666666666666666,0.2841407536551117
2.302585092994046,0.9344262295081968,0.17647058823529416,0.0,0.576923076923077,0.4983573477617085,0.31101073938230644,0.0,0.5,0.0,0.7543859649122806,0.0,0.14334802572762528
3.912023005428146,0.2622950819672132,0.5882352941176471,0.5,0.15384615384615385,0.5636641237836424,0.5585033972145838,0.0,0.5,0.0,0.19298245614035087,0.9999999999999999,0.6201053539153216
3.5263605246161616,0.2295081967213115,0.5882352941176471,0.5,0.019230769230769232,0.6339789352968241,0.5632191487509197,0.0,0.0,1.0,0.07017543859649122,0.16666666666666666,0.5612986772865458
3.6375861597263857,0.37704918032786894,0.4117647058823529,0.25,0.11538461538461539,0.45862558723996544,0.6123783285579796,0.0,0.5,1.0,0.2982456140350877,0.0,0.5626975125620832
2.8903717578961645,0.08196721311475413,0.7058823529411765,0.75,0.0,0.5583225536294356,0.47099642021371785,1.0,0.0,1.0,0.03508771929824561,0.0,0.3891380532530238
2.1972245773362196,0.9180327868852459,0.23529411764705888,0.0,0.15384615384615385,0.4763554044403565,0.5013798880597609,0.0,0.25,0.0,0.10526315789473684,0.16666666666666666,0.23061042103736462
3.6635616461296463,0.6885245901639345,0.2941176470588236,0.0,0.17307692307692307,0.5069471943801203,0.36744886381158415,0.0,0.5,0.0,0.2807017543859649,0.33333333333333337,0.5316308141169537
2.302585092994046,0.8196721311475411,0.4117647058823529,0.25,0.25,0.6143850810818398,0.30182316673971255,0.0,1.0,0.0,0.2982456140350877,0.0,0.19345818283995392
4.127134385045092,0.47540983606557385,0.5294117647058824,0.5,0.23076923076923078,0.605771436482647,0.584836444613125,0.0,0.75,1.0,0.38596491228070173,0.16666666666666666,0.7316303454571955
5.087596335232384,0.6065573770491803,0.47058823529411764,0.25,0.46153846153846156,0.7898147560776259,0.7164642452485998,0.0,1.0,1.0,0.40350877192982454,0.5,0.8626631885834937
4.663439094112067,0.7540983606557378,0.47058823529411764,0.25,0.5961538461538461,0.4529686615947704,0.4566710988169394,0.0,0.75,1.0,0.3157894736842105,0.33333333333333337,0.8150214670932514
3.1780538303479458,0.09836065573770492,0.4117647058823529,0.25,0.0,0.5304660157918836,0.44113418320154457,1.0,0.25,1.0,0.07017543859649122,0.0,0.4659400840915016
3.091042453358316,0.08196721311475413,0.5294117647058824,0.5,0.019230769230769232,0.6032908492879246,0.4349823135308766,0.0,0.0,0.0,0.017543859649122806,0.33333333333333337,0.4909381326418841
4.110873864173311,0.3606557377049181,0.4117647058823529,0.25,0.057692307692307696,0.7468513999186331,0.6724022942757055,1.0,0.5,1.0,0.2631578947368421,0.0,0.7367092508999475
3.4339872044851463,0.8196721311475411,0.05882352941176472,0.0,0.13461538461538464,0.4215129301104333,0.3418438507263777,0.0,0.75,1.0,0.3157894736842105,0.0,0.4777743166369783
4.189654742026425,0.8524590163934428,0.823529411764706,1.0,0.09615384615384616,0.7205565083876295,0.6419215357093311,0.0,1.0,1.0,0.8245614035087718,0.16666666666666666,0.7330915246817922
5.214935757608986,0.7540983606557378,0.17647058823529416,0.0,0.6346153846153847,0.5662621950957133,0.704477167310848,0.0,0.75,1.0,0.6842105263157894,0.0,0.9748702512246774
4.465908118654584,0.7377049180327869,0.3529411764705882,0.25,0.15384615384615385,0.5861051978033296,0.5849764228887295,0.0,0.5,0.0,0.2982456140350877,0.0,0.8090909144940879
4.477336814478207,0.3278688524590164,0.5882352941176471,0.5,0.17307692307692307,0.7055005516142328,0.7056438438590498,0.0,1.0,0.0,0.017543859649122806,0.33333333333333337,0.7833283569921679
4.356708826689592,0.7704918032786886,0.2941176470588236,0.0,0.34615384615384615,0.6623806946044669,0.5649417449740648,0.0,0.5,1.0,0.5438596491228069,0.0,0.7875058445014147
3.332204510175204,0.3606557377049181,0.5882352941176471,0.5,0.19230769230769232,0.608612931313363,0.4999292054913765,1.0,0.25,0.0,0.22807017543859648,0.16666666666666666,0.49995211228859365
5.3981627015177525,0.7704918032786886,0.23529411764705888,0.0,0.6538461538461539,0.7236556321706844,0.607292690499861,0.0,1.0,1.0,0.5964912280701754,0.5,0.9822991855459875
2.3978952727983707,0.7704918032786886,0.3529411764705882,0.25,0.42307692307692313,0.2564708029401794,0.35795072541498146,0.0,0.5,0.0,0.2631578947368421,0.16666666666666666,0.3353014368412753
3.871201010907891,0.7049180327868853,0.6470588235294118,0.75,0.2884615384615385,0.5210964618291205,0.6352098992377612,0.0,1.0,1.0,0.5614035087719298,0.6666666666666666,0.5668498049711708
5.030437921392435,0.6721311475409837,0.47058823529411764,0.25,0.2884615384615385,0.7273889203815496,0.6078529067293164,0.0,0.25,1.0,0.5614035087719298,0.5,0.8139531112679799
3.8918202981106265,0.34426229508196726,0.17647058823529416,0.0,0.09615384615384616,0.6522697428244245,0.43440319557001045,0.0,0.75,1.0,0.2982456140350877,0.16666666666666666,0.6384995982576434
3.091042453358316,0.14754098360655743,0.6470588235294118,0.75,0.0,0.4391871709007771,0.5316643292542519,0.0,0.0,0.0,0.05263157894736842,0.5,0.40232077716209075
2.302585092994046,0.836065573770492,0.6470588235294118,0.75,0.057692307692307696,0.3362073830043288,0.37076282711413694,0.0,0.25,0.0,0.14035087719298245,0.16666666666666666,0.23551301223493987
3.258096538021482,0.4426229508196722,0.4117647058823529,0.25,0.019230769230769232,0.5723859842895146,0.39418433198047986,0.0,0.5,0.0,0.14035087719298245,0.16666666666666666,0.4337838253755289
3.6635616461296463,0.9508196721311476,0.5294117647058824,0.5,0.057692307692307696,0.658214513091018,0.6212297020910416,0.0,0.5,0.0,0.7017543859649122,0.33333333333333337,0.5584784243877787
3.8501476017100584,0.09836065573770492,0.47058823529411764,0.25,0.057692307692307696,0.4764158209535104,0.6422095554126441,1.0,0.25,0.0,0.03508771929824561,0.33333333333333337,0.6395424664008134
3.9318256327243257,0.4098360655737705,0.5882352941176471,0.5,0.07692307692307693,0.5479745801739125,0.40627503175258395,0.0,1.0,1.0,0.3157894736842105,0.33333333333333337,0.6405812043623014
3.4965075614664802,0.47540983606557385,0.17647058823529416,0.0,0.13461538461538464,0.6168890453851502,0.5785191958844168,0.0,0.25,1.0,0.24561403508771928,0.16666666666666666,0.3386006123223974
3.091042453358316,0.5409836065573771,0.4117647058823529,0.25,0.057692307692307696,0.3662222735073285,0.41483501160223957,0.0,0.5,1.0,0.14035087719298245,0.16666666666666666,0.45565323652076767
