age,yrsed,yrsempl,income,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue,2,3,4,5
76,10,15.0,2.351708521806686,0.8508,0.9823265,0,4,1,53,1,12.0,0,0,0,0
77,10,15.0,1.9080988606101055,0.3876075,0.9823265,0,5,0,11,1,11.3,0,0,0,0
77,10,15.0,1.8360113070546324,0.392472,0.9823265,0,5,0,48,1,11.3,0,0,0,0
78,10,15.0,2.2523032588823373,0.75429,0.9823265,0,2,0,44,1,11.3,0,0,0,0
79,10,15.0,2.08213820289468,0.50193,2.07207,0,3,0,53,1,11.3,0,0,0,0
79,10,15.0,1.8360113070546324,0.660744,0.9823265,0,4,1,40,1,11.3,0,0,0,0
79,10,10.0,1.8360113070546324,0.472374,0.994626,0,5,0,15,1,11.3,0,0,0,0
18,11,2.0,2.2523032588823373,0.3876075,0.9823265,1,2,1,0,1,11.3,0,0,0,0
19,11,2.0,2.2145185330389654,0.542304,0.9823265,0,1,1,0,1,11.3,0,0,0,0
20,11,2.0,2.3206286159024154,0.443992,0.9823265,0,1,0,0,1,11.3,0,0,0,0
22,11,2.0,2.6065744664362365,1.334085,1.610915,0,1,1,2,1,15.8,0,0,0,0
22,11,2.0,2.549051568126432,0.92512,1.03488,0,2,0,2,1,13.1,0,0,0,0
24,11,3.0,2.351708521806686,0.3876075,0.9823265,0,3,1,5,1,11.8,0,0,0,0
24,11,2.0,2.3206286159024154,0.3876075,1.955575,1,1,0,4,1,11.3,0,0,0,0
25,11,2.0,2.6243162309641788,0.3876075,1.5688,0,2,0,2,1,17.5,0,0,0,0
26,11,6.0,2.6738836288689836,0.708505,0.9823265,0,3,1,4,1,15.5,0,0,0,0
27,11,2.0,2.2523032588823373,0.3876075,0.9823265,0,3,0,3,1,11.3,0,0,0,0
30,11,7.0,2.549051568126432,0.651112,1.504888,0,2,1,4,1,13.4,0,0,0,0
30,11,6.0,2.5689952186268696,1.31544,2.86056,0,2,0,7,1,12.3,0,0,0,0
30,11,4.0,2.704246861378462,2.073464,4.4213445,1,2,1,9,1,24.9,0,0,0,0
31,11,9.0,2.7187175674665944,0.3876075,0.9823265,0,4,1,8,1,27.0,0,0,0,0
32,11,2.0,2.6243162309641788,0.554112,3.189888,0,2,1,10,1,19.8,0,0,0,0
33,11,5.0,2.7187175674665944,2.05485,4.4213445,1,4,1,14,1,18.6,0,0,0,0
33,11,2.0,2.6065744664362365,0.497426,3.005574,0,1,0,3,1,19.4,0,0,0,0
34,11,2.0,2.381023211425735,0.3876075,1.94775,0,1,0,8,1,11.3,0,0,0,0
35,11,5.0,2.2523032588823373,0.3876075,0.9823265,1,2,1,11,1,11.4,0,0,0,0
36,11,12.0,2.657931590812515,0.3876075,2.0111,0,3,1,12,1,13.9,0,0,0,0
37,11,2.0,2.549051568126432,0.86982,2.18218,0,1,1,14,1,12.8,0,0,0,0
40,11,3.0,2.9034356629116993,2.073464,4.4213445,1,1,0,1,1,19.0,0,0,0,0
40,11,2.0,2.973110644253181,0.3876075,0.9823265,0,3,1,19,1,33.9,0,0,0,0
41,11,8.0,3.0600053518353385,2.073464,4.4213445,0,2,0,14,1,33.9,0,0,0,0
41,11,15.0,3.0791686310061497,2.073464,4.4213445,1,3,1,11,1,27.8,0,0,0,0
43,11,9.0,2.9888946888807233,2.073464,4.4213445,1,5,0,4,1,33.9,0,0,0,0
46,11,4.0,2.8089624323150884,1.7055,2.7945,1,4,0,9,1,24.7,0,0,0,0
47,11,10.0,2.6243162309641788,0.3876075,0.9823265,0,3,0,13,1,16.3,0,0,0,0
47,11,6.0,2.4087501327041116,1.2144,1.3156,0,2,1,18,1,11.3,0,0,0,0
48,11,13.0,3.2733048743847744,0.601146,1.036854,0,2,0,15,1,33.9,0,0,0,0
48,11,4.0,2.6065744664362365,0.522288,3.104712,0,2,1,21,1,17.0,0,0,0,0
49,11,15.0,2.9810758698845845,1.131732,1.136268,0,2,1,17,1,32.6,0,0,0,0
49,11,15.0,3.07287928386884,2.073464,4.4213445,0,4,0,21,1,26.9,0,0,0,0
50,11,5.0,2.6243162309641788,1.740928,4.4213445,1,5,1,24,1,14.7,0,0,0,0
53,11,6.0,2.842736942103692,2.073464,1.30176,1,4,1,18,1,23.8,0,0,0,0
55,11,7.0,2.506543444863037,0.903292,0.9823265,0,1,0,19,1,19.5,0,0,0,0
55,11,15.0,3.3166741919469818,1.314768,4.4213445,0,3,1,24,1,33.9,0,0,0,0
55,11,13.0,3.3300920970241816,2.073464,4.4213445,0,4,1,15,1,33.9,0,0,0,0
57,11,15.0,3.066492470991257,2.073464,3.4776,0,5,0,18,1,33.9,0,0,0,0
58,11,11.0,2.842736942103692,0.400512,2.287488,0,2,1,9,1,15.9,0,0,0,0
58,11,10.0,2.772447904688752,1.020894,3.557106,0,4,0,10,1,18.0,0,0,0,0
58,11,13.0,2.9482834511749685,2.073464,4.4213445,0,3,1,22,1,33.9,0,0,0,0
59,11,14.0,2.9034356629116993,2.073464,4.4213445,1,2,1,8,1,31.7,0,0,0,0
59,11,15.0,2.6243162309641788,0.3876075,2.542848,0,1,1,22,1,13.8,0,0,0,0
63,11,7.0,2.6065744664362365,0.3876075,0.9823265,0,2,1,33,1,13.8,0,0,0,0
63,11,3.0,2.797115291190978,0.77616,1.37984,0,2,1,16,1,21.7,0,0,0,0
64,11,5.0,2.3206286159024154,0.3876075,0.9823265,0,3,1,24,1,11.3,0,0,0,0
64,11,15.0,3.0259567506545086,2.073464,2.769108,0,5,1,38,1,27.0,0,0,0,0
64,11,14.0,2.9396780889085123,1.423552,1.998448,0,5,1,6,1,20.0,0,0,0,0
65,11,6.0,2.5881508887538,0.3876075,0.9823265,0,4,0,23,1,17.0,0,0,0,0
65,11,15.0,3.0853632369229356,2.073464,3.06852,0,3,1,31,1,33.9,0,0,0,0
65,11,15.0,1.9722154322948249,0.420926,0.9823265,0,5,1,9,1,11.3,0,0,0,0
68,11,15.0,1.9722154322948249,0.582714,0.9823265,0,4,1,27,1,11.3,0,0,0,0
70,11,15.0,3.232988582597971,2.073464,4.4213445,0,3,1,40,1,33.9,0,0,0,0
71,11,15.0,3.5049190860494033,2.073464,4.4213445,0,3,0,32,1,33.9,0,0,0,0
71,11,15.0,3.1684731195000446,1.883622,4.4213445,0,5,0,29,1,33.9,0,0,0,0
72,11,14.0,2.772447904688752,2.073464,1.565676,0,2,1,39,1,23.9,0,0,0,0
73,11,7.0,1.8360113070546324,0.3876075,0.9823265,0,5,1,31,1,11.3,0,0,0,0
73,11,15.0,2.351708521806686,0.49484,1.28516,0,2,0,29,1,13.8,0,0,0,0
74,11,15.0,3.2156106593820404,2.073464,4.4213445,0,4,0,26,1,33.9,0,0,0,0
74,11,13.0,2.1299186755973434,0.51072,0.9823265,0,1,1,38,1,11.3,0,0,0,0
75,11,2.0,1.9080988606101055,0.3876075,0.9823265,0,2,0,35,1,11.3,0,0,0,0
75,11,15.0,2.381023211425735,1.533483,0.9823265,0,4,1,30,1,11.3,0,0,0,0
75,11,10.0,2.7463679525813456,0.3876075,4.4213445,0,2,0,16,1,20.8,0,0,0,0
75,11,7.0,2.1299186755973434,0.563388,1.032612,0,5,1,27,1,11.3,0,0,0,0
76,11,15.0,2.2523032588823373,0.424116,0.9823265,0,5,1,30,1,11.3,0,0,0,0
76,11,15.0,2.8741300447498843,0.3876075,0.9823265,0,4,1,31,1,18.3,0,0,0,0
77,11,15.0,2.2523032588823373,0.943245,1.385755,0,2,0,16,1,11.3,0,0,0,0
77,11,11.0,1.9722154322948249,0.3876075,0.9823265,0,2,1,51,1,11.3,0,0,0,0
78,11,15.0,3.232988582597971,2.073464,4.4213445,0,4,1,46,1,33.9,0,0,0,0
78,11,15.0,1.8360113070546324,0.3876075,0.9823265,0,5,1,37,1,11.3,0,0,0,0
79,11,15.0,1.9080988606101055,0.3876075,0.9823265,0,5,0,44,1,11.3,0,0,0,0
79,11,2.0,1.9080988606101055,0.3876075,0.9823265,0,1,0,48,1,11.3,0,0,0,0
79,11,15.0,2.0298559693409404,0.3876075,0.9823265,0,3,0,44,1,11.3,0,0,0,0
79,11,13.0,2.5282575874854296,0.3876075,2.834109,0,1,1,37,1,11.4,0,0,0,0
79,11,15.0,2.820505816466207,0.733194,2.808806,0,3,0,8,1,21.0,0,0,0,0
18,12,2.0,2.1299186755973434,0.57708,2.62892,1,1,1,0,1,11.3,1,0,0,0
18,12,2.0,2.2145185330389654,0.3876075,0.9823265,1,2,0,0,1,11.3,1,0,0,0
20,12,2.0,2.08213820289468,0.3876075,0.9823265,0,1,1,0,1,11.3,1,0,0,0
20,12,2.0,2.173867546507328,0.3876075,0.9823265,0,2,0,0,1,11.3,1,0,0,0
20,12,2.0,2.173867546507328,0.3876075,0.9823265,0,2,1,1,1,11.3,1,0,0,0
21,12,2.0,2.1299186755973434,0.789488,1.338512,1,1,1,1,1,11.3,1,0,0,0
21,12,2.0,2.351708521806686,0.3876075,0.9823265,0,1,1,2,1,11.3,1,0,0,0
21,12,2.0,2.4087501327041116,0.796928,2.019072,1,3,1,2,1,14.6,1,0,0,0
21,12,2.0,2.4838305985025193,0.720875,1.104125,1,1,1,0,1,11.3,1,0,0,0
22,12,2.0,2.381023211425735,0.623805,0.9823265,0,1,1,3,1,11.5,1,0,0,0
22,12,2.0,2.6243162309641788,0.3876075,2.25456,1,2,0,0,1,19.3,1,0,0,0
22,12,2.0,2.3206286159024154,0.469908,1.582092,0,3,1,3,1,11.3,1,0,0,0
22,12,2.0,2.381023211425735,0.3876075,0.9823265,1,2,1,1,1,12.5,1,0,0,0
24,12,2.0,2.2145185330389654,0.3876075,1.54128,1,1,1,5,1,11.3,1,0,0,0
25,12,3.0,2.704246861378462,0.48433,2.66067,0,4,1,6,1,17.1,1,0,0,0
26,12,2.0,2.381023211425735,0.3876075,1.794366,0,1,1,5,1,11.3,1,0,0,0
26,12,5.0,2.435041821647632,0.3876075,0.9823265,0,2,1,3,1,13.6,1,0,0,0
26,12,4.0,2.759593793940161,0.3876075,4.4213445,0,3,1,4,1,21.5,1,0,0,0
26,12,4.0,2.5881508887538,0.3876075,1.02213,0,1,0,4,1,18.4,1,0,0,0
26,12,2.0,2.287575489231605,0.89262,0.9823265,1,1,1,1,1,11.3,1,0,0,0
27,12,2.0,2.3206286159024154,0.499776,0.9823265,0,1,0,1,1,11.3,1,0,0,0
27,12,2.0,2.4087501327041116,0.3876075,0.9823265,0,3,1,6,1,11.3,1,0,0,0
27,12,6.0,2.831759586179901,0.3876075,0.9823265,0,5,0,7,1,30.9,1,0,0,0
27,12,2.0,2.8089624323150884,2.073464,3.30894,1,4,1,5,1,24.6,1,0,0,0
27,12,7.0,2.732749924868649,2.073464,1.1115,0,5,0,4,1,31.0,1,0,0,0
29,12,4.0,2.4087501327041116,0.3876075,0.9823265,0,1,0,5,1,11.3,1,0,0,0
29,12,6.0,2.7187175674665944,1.9057,1.3243,0,4,0,6,1,21.4,1,0,0,0
29,12,2.0,2.46003030879136,0.904176,0.9823265,1,1,1,9,1,13.6,1,0,0,0
31,12,2.0,2.6065744664362365,2.030624,3.673376,0,2,0,5,1,11.3,1,0,0,0
31,12,4.0,2.4087501327041116,0.3876075,0.9823265,1,5,1,7,1,12.0,1,0,0,0
32,12,4.0,2.46003030879136,2.073464,0.9823265,1,5,1,11,1,11.9,1,0,0,0
32,12,2.0,2.6738836288689836,0.3876075,3.41796,0,2,0,7,1,17.4,1,0,0,0
33,12,5.0,2.657931590812515,1.745016,1.110984,0,3,1,7,1,17.9,1,0,0,0
34,12,8.0,2.4087501327041116,0.3876075,0.9823265,0,1,0,7,1,13.6,1,0,0,0
35,12,2.0,2.3206286159024154,0.3876075,2.143029,1,1,1,12,1,11.3,1,0,0,0
35,12,15.0,2.6243162309641788,2.050624,3.677376,0,4,0,5,1,12.8,1,0,0,0
35,12,5.0,2.381023211425735,1.893192,3.062808,0,1,0,5,1,11.3,1,0,0,0
36,12,13.0,2.8938831177615123,1.19568,4.4213445,0,3,1,8,1,31.6,1,0,0,0
36,12,10.0,2.842736942103692,0.3876075,1.32192,0,5,1,8,1,23.5,1,0,0,0
37,12,4.0,2.6893116971750457,0.3876075,1.7442,0,2,1,16,1,24.0,1,0,0,0
38,12,11.0,2.7187175674665944,0.732336,0.9823265,0,4,1,14,1,23.8,1,0,0,0
40,12,4.0,2.6893116971750457,2.073464,1.676016,0,2,0,16,1,20.6,1,0,0,0
40,12,5.0,2.5689952186268696,0.638232,1.797768,0,2,0,14,1,19.7,1,0,0,0
40,12,15.0,3.039911869358181,2.073464,4.4213445,0,3,1,9,1,32.0,1,0,0,0
41,12,4.0,2.704246861378462,0.3876075,2.193915,0,2,1,7,1,24.5,1,0,0,0
42,12,13.0,2.797115291190978,1.668744,2.115256,0,4,1,16,1,25.7,1,0,0,0
43,12,11.0,2.7187175674665944,1.01707,2.82093,0,3,1,20,1,23.2,1,0,0,0
43,12,11.0,2.704246861378462,0.3876075,4.287042,0,5,0,22,1,13.6,1,0,0,0
44,12,7.0,2.973110644253181,0.3876075,2.3436,0,3,0,16,1,33.9,1,0,0,0
44,12,9.0,2.7187175674665944,0.3876075,0.9823265,0,4,0,17,1,19.7,1,0,0,0
45,12,5.0,2.831759586179901,2.073464,2.587209,0,1,1,19,1,24.4,1,0,0,0
45,12,10.0,2.7187175674665944,0.3876075,1.614544,0,1,1,20,1,16.2,1,0,0,0
46,12,15.0,3.299201286430271,2.073464,4.4213445,0,4,0,23,1,33.9,1,0,0,0
46,12,4.0,2.772447904688752,1.843632,2.062368,0,1,0,11,1,18.8,1,0,0,0
48,12,15.0,3.0600053518353385,0.4403,1.4097,0,4,0,10,1,23.8,1,0,0,0
49,12,2.0,2.7187175674665944,1.435336,1.452664,1,1,1,19,1,17.3,1,0,0,0
